origin_label,dest_label,path_distance,path_node_ids
gate_178,gate_181,348.25006208635676,88|71|68|69|70|80|81|85|64|63|62|61|60|83
gate_178,gate_170,345.09564121789583,88|71|68|69|70|80|77|57|6|5|11|14|15|16|53
gate_178,gate_168,343.30875538331156,88|71|68|69|70|80|77|57|6|7|47|46
gate_178,gate_169,337.01925517203745,88|71|68|69|70|80|77|57|6|7|48
gate_178,gate_166A,385.87591882533843,88|71|68|69|70|80|77|57|6|7|47|45|43|39|38
gate_178,gate_166B,386.0928374732736,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|40
gate_178,gate_167,379.56633520596534,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|36
gate_178,gate_165,460.06423522641893,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_178,gate_164A,475.24936911834766,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_178,gate_164B,476.18786478058183,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_178,gate_163,488.5122642277765,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_178,gate_162,507.39534304801197,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_178,gate_161,525.1125744823815,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_178,gate_160,548.5871586789635,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_178,gate_FE2097,410.2784646952356,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|32
gate_178,gate_FE2095,401.3587560615601,88|71|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|34
gate_178,gate_FF2025,324.4937232437382,88|71|68|69|70|80|77|57|6|7|47|45|43|42
gate_178,gate_FF2031,318.3087473967054,88|71|68|69|70|80|77|57|6|7|47|45|44
gate_178,gate_FG2057,268.2842351768984,88|71|68|69|70|80|81|85|64|86
gate_178,gate_FG2043,117.80776023933512,88|71|68|69|70|80|77
gate_178,gate_FG2037,295.12151182375476,88|71|68|69|70|80|77|57|6|5|11|12
gate_178,gate_FG2085,258.97913290720237,88|71|68|69|70|80|77|57|6|5|4|8
gate_178,gate_FG2041,158.37690308105215,88|71|68|69|70|80|77|57|78
gate_178,gate_FG2035,291.50391197194864,88|71|68|69|70|80|77|57|6|5|11|10
gate_178,gate_FG2089,263.81386420452264,88|71|68|69|70|80|77|57|6|5|4|9
gate_178,gate_FG2055,261.7184948175194,88|71|68|69|70|80|81|85|84
gate_179,gate_171,383.0748937672438,87|66|67|68|69|70|80|77|57|6|5|11|14|13|54
gate_179,gate_172,372.33576769967675,87|66|67|68|69|70|80|77|57|6|5|4|3|2|90|89|91
gate_179,gate_173,362.0860502677797,87|66|67|68|69|70|80|77|57|6|5|4|3|2|1|0
gate_179,gate_174,397.66625793580783,87|66|67|68|69|70|80|77|57|6|5|4|8|58|76|75|74
gate_179,gate_175,403.41596932454183,87|66|67|68|69|70|80|77|57|6|5|4|8|58|76|73|72
gate_179,gate_176,242.034269983234,87|66|67|68|69|70|80|77|57|51|50|52|55
gate_179,gate_177,264.36368407128333,87|66|67|68|69|70|80|77|57|51|50|49|56
gate_179,gate_178,97.30412391348654,87|66|67|68|71|88
gate_179,gate_180,386.22425716219374,87|66|67|68|69|70|80|81|85|64|63|62|65|82
gate_179,gate_181,368.51911205386637,87|66|67|68|69|70|80|81|85|64|63|62|61|60|83
gate_179,gate_170,365.3646911854054,87|66|67|68|69|70|80|77|57|6|5|11|14|15|16|53
gate_179,gate_168,363.5778053508211,87|66|67|68|69|70|80|77|57|6|7|47|46
gate_179,gate_169,357.288305139547,87|66|67|68|69|70|80|77|57|6|7|48
gate_179,gate_166A,406.144968792848,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|38
gate_179,gate_166B,406.36188744078316,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|40
gate_179,gate_167,399.8353851734749,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|36
gate_179,gate_165,480.3332851939285,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_179,gate_164A,495.5184190858572,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_179,gate_164B,496.4569147480914,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_179,gate_163,508.78131419528603,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_179,gate_162,527.6643930155215,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_179,gate_161,545.3816244498911,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_179,gate_160,568.856208646473,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_179,gate_FE2097,430.54751466274513,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|33|32
gate_179,gate_FE2095,421.62780602906963,87|66|67|68|69|70|80|77|57|6|7|47|45|43|39|41|37|35|34
gate_179,gate_FF2025,344.76277321124775,87|66|67|68|69|70|80|77|57|6|7|47|45|43|42
gate_179,gate_FF2031,338.577797364215,87|66|67|68|69|70|80|77|57|6|7|47|45|44
gate_179,gate_FG2057,288.553285144408,87|66|67|68|69|70|80|81|85|64|86
gate_179,gate_FG2043,138.07681020684467,87|66|67|68|69|70|80|77
gate_179,gate_FG2037,315.3905617912643,87|66|67|68|69|70|80|77|57|6|5|11|12
gate_179,gate_FG2085,279.2481828747119,87|66|67|68|69|70|80|77|57|6|5|4|8
gate_179,gate_FG2041,178.6459530485617,87|66|67|68|69|70|80|77|57|78
gate_179,gate_FG2035,311.7729619394582,87|66|67|68|69|70|80|77|57|6|5|11|10
gate_179,gate_FG2089,284.0829141720322,87|66|67|68|69|70|80|77|57|6|5|4|9
gate_179,gate_FG2055,281.98754478502894,87|66|67|68|69|70|80|81|85|84
gate_180,gate_171,509.8120687248159,82|65|62|63|64|85|81|80|77|57|6|5|11|14|13|54
gate_180,gate_172,499.07294265724886,82|65|62|63|64|85|81|80|77|57|6|5|4|3|2|90|89|91
gate_180,gate_173,488.82322522535173,82|65|62|63|64|85|81|80|77|57|6|5|4|3|2|1|0
gate_180,gate_174,524.4034328933799,82|65|62|63|64|85|81|80|77|57|6|5|4|8|58|76|75|74
gate_180,gate_175,530.153144282114,82|65|62|63|64|85|81|80|77|57|6|5|4|8|58|76|73|72
gate_180,gate_176,368.77144494080613,82|65|62|63|64|85|81|80|77|57|51|50|52|55
gate_180,gate_177,391.1008590288554,82|65|62|63|64|85|81|80|77|57|51|50|49|56
gate_180,gate_178,365.95520719468414,82|65|62|63|64|85|81|80|70|69|68|71|88
gate_180,gate_179,386.2242571621937,82|65|62|63|64|85|81|80|70|69|68|67|66|87
gate_180,gate_181,95.75272095689243,82|65|62|61|60|83
gate_180,gate_170,492.10186614297754,82|65|62|63|64|85|81|80|77|57|6|5|11|14|15|16|53
gate_180,gate_168,490.3149803083932,82|65|62|63|64|85|81|80|77|57|6|7|47|46
gate_180,gate_169,484.0254800971191,82|65|62|63|64|85|81|80|77|57|6|7|48
gate_180,gate_166A,532.8821437504201,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|38
gate_180,gate_166B,533.0990623983553,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|40
gate_180,gate_167,526.5725601310471,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|36
gate_180,gate_165,607.0704601515008,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_180,gate_164A,622.2555940434295,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_180,gate_164B,623.1940897056637,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_180,gate_163,635.5184891528584,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_180,gate_162,654.4015679730938,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_180,gate_161,672.1187994074634,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_180,gate_160,695.5933836040452,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_180,gate_FE2097,557.2846896203174,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|32
gate_180,gate_FE2095,548.3649809866419,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|34
gate_180,gate_FF2025,471.49994816881986,82|65|62|63|64|85|81|80|77|57|6|7|47|45|43|42
gate_180,gate_FF2031,465.3149723217871,82|65|62|63|64|85|81|80|77|57|6|7|47|45|44
gate_180,gate_FG2057,137.16595647013193,82|65|62|63|64|86
gate_180,gate_FG2043,264.81398516441675,82|65|62|63|64|85|81|80|77
gate_180,gate_FG2037,442.12773674883647,82|65|62|63|64|85|81|80|77|57|6|5|11|12
gate_180,gate_FG2085,405.985357832284,82|65|62|63|64|85|81|80|77|57|6|5|4|8
gate_180,gate_FG2041,305.3831280061338,82|65|62|63|64|85|81|80|77|57|78
gate_180,gate_FG2035,438.5101368970303,82|65|62|63|64|85|81|80|77|57|6|5|11|10
gate_180,gate_FG2089,410.8200891296043,82|65|62|63|64|85|81|80|77|57|6|5|4|9
gate_180,gate_FG2055,136.98719306239502,82|65|62|63|64|85|84
gate_181,gate_171,492.1069236164885,83|60|61|62|63|64|85|81|80|77|57|6|5|11|14|13|54
gate_181,gate_172,481.36779754892143,83|60|61|62|63|64|85|81|80|77|57|6|5|4|3|2|90|89|91
gate_181,gate_173,471.1180801170243,83|60|61|62|63|64|85|81|80|77|57|6|5|4|3|2|1|0
gate_181,gate_174,506.6982877850525,83|60|61|62|63|64|85|81|80|77|57|6|5|4|8|58|76|75|74
gate_181,gate_175,512.4479991737865,83|60|61|62|63|64|85|81|80|77|57|6|5|4|8|58|76|73|72
gate_181,gate_176,351.0662998324787,83|60|61|62|63|64|85|81|80|77|57|51|50|52|55
gate_181,gate_177,373.39571392052795,83|60|61|62|63|64|85|81|80|77|57|51|50|49|56
gate_181,gate_178,348.2500620863568,83|60|61|62|63|64|85|81|80|70|69|68|71|88
gate_181,gate_179,368.5191120538663,83|60|61|62|63|64|85|81|80|70|69|68|67|66|87
gate_181,gate_180,95.75272095689243,83|60|61|62|65|82
gate_181,gate_170,474.3967210346501,83|60|61|62|63|64|85|81|80|77|57|6|5|11|14|15|16|53
gate_181,gate_168,472.6098352000658,83|60|61|62|63|64|85|81|80|77|57|6|7|47|46
gate_181,gate_169,466.32033498879167,83|60|61|62|63|64|85|81|80|77|57|6|7|48
gate_181,gate_166A,515.1769986420927,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|38
gate_181,gate_166B,515.393917290028,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|40
gate_181,gate_167,508.8674150227196,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|36
gate_181,gate_165,589.3653150431734,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|30
gate_181,gate_164A,604.550448935102,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_181,gate_164B,605.4889445973363,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_181,gate_163,617.8133440445309,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_181,gate_162,636.6964228647664,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_181,gate_161,654.4136542991359,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_181,gate_160,677.8882384957178,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_181,gate_FE2097,539.57954451199,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|33|32
gate_181,gate_FE2095,530.6598358783144,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|39|41|37|35|34
gate_181,gate_FF2025,453.7948030604924,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|43|42
gate_181,gate_FF2031,447.60982721345965,83|60|61|62|63|64|85|81|80|77|57|6|7|47|45|44
gate_181,gate_FG2057,119.46081136180456,83|60|61|62|63|64|86
gate_181,gate_FG2043,247.10884005608935,83|60|61|62|63|64|85|81|80|77
gate_181,gate_FG2037,424.42259164050904,83|60|61|62|63|64|85|81|80|77|57|6|5|11|12
gate_181,gate_FG2085,388.2802127239566,83|60|61|62|63|64|85|81|80|77|57|6|5|4|8
gate_181,gate_FG2041,287.6779828978064,83|60|61|62|63|64|85|81|80|77|57|78
gate_181,gate_FG2035,420.80499178870286,83|60|61|62|63|64|85|81|80|77|57|6|5|11|10
gate_181,gate_FG2089,393.11494402127687,83|60|61|62|63|64|85|81|80|77|57|6|5|4|9
gate_181,gate_FG2055,119.28204795406765,83|60|61|62|63|64|85|84
gate_170,gate_171,95.80846156836787,53|16|15|14|13|54
gate_170,gate_172,242.30470717486196,53|16|15|14|11|5|4|3|2|90|89|91
gate_170,gate_173,232.05498974296486,53|16|15|14|11|5|4|3|2|1|0
gate_170,gate_174,267.63519741099293,53|16|15|14|11|5|4|8|58|76|75|74
gate_170,gate_175,273.38490879972693,53|16|15|14|11|5|4|8|58|76|73|72
gate_170,gate_176,296.1197012117954,53|16|15|14|11|5|6|57|51|50|52|55
gate_170,gate_177,318.44911529984466,53|16|15|14|11|5|6|57|51|50|49|56
gate_170,gate_178,345.09564121789583,53|16|15|14|11|5|6|57|77|80|70|69|68|71|88
gate_170,gate_179,365.3646911854053,53|16|15|14|11|5|6|57|77|80|70|69|68|67|66|87
gate_170,gate_180,492.1018661429775,53|16|15|14|11|5|6|57|77|80|81|85|64|63|62|65|82
gate_170,gate_181,474.3967210346501,53|16|15|14|11|5|6|57|77|80|81|85|64|63|62|61|60|83
gate_170,gate_168,317.67551997484566,53|16|15|14|11|5|6|7|47|46
gate_170,gate_169,311.38601976357154,53|16|15|14|11|5|6|7|48
gate_170,gate_166A,360.2426834168725,53|16|15|14|11|5|6|7|47|45|43|39|38
gate_170,gate_166B,360.4596020648077,53|16|15|14|11|5|6|7|47|45|43|39|41|40
gate_170,gate_167,353.93309979749944,53|16|15|14|11|5|6|7|47|45|43|39|41|37|36
gate_170,gate_165,434.430999817953,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|30
gate_170,gate_164A,449.61613370988175,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|29|28
gate_170,gate_164B,450.5546293721159,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_170,gate_163,462.8790288193106,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_170,gate_162,481.76210763954606,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_170,gate_161,499.47933907391564,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_170,gate_160,522.9539232704976,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_170,gate_FE2097,384.6452292867697,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|33|32
gate_170,gate_FE2095,375.7255206530942,53|16|15|14|11|5|6|7|47|45|43|39|41|37|35|34
gate_170,gate_FF2025,298.8604878352723,53|16|15|14|11|5|6|7|47|45|43|42
gate_170,gate_FF2031,292.6755119882395,53|16|15|14|11|5|6|7|47|45|44
gate_170,gate_FG2057,394.43089412519174,53|16|15|14|11|5|6|57|77|80|81|85|64|86
gate_170,gate_FG2043,227.28788097856068,53|16|15|14|11|5|6|57|77
gate_170,gate_FG2037,92.7786629523305,53|16|15|14|11|12
gate_170,gate_FG2085,149.21712234989707,53|16|15|14|11|5|4|8
gate_170,gate_FG2041,232.73138427712306,53|16|15|14|11|5|6|57|78
gate_170,gate_FG2035,89.16106310052433,53|16|15|14|11|10
gate_170,gate_FG2089,154.05185364721737,53|16|15|14|11|5|4|9
gate_170,gate_FG2055,387.8651537658127,53|16|15|14|11|5|6|57|77|80|81|85|84
gate_168,gate_171,335.3857225566841,46|47|7|6|5|11|14|13|54
gate_168,gate_172,324.6465964891171,46|47|7|6|5|4|3|2|90|89|91
gate_168,gate_173,314.39687905721996,46|47|7|6|5|4|3|2|1|0
gate_168,gate_174,349.9770867252481,46|47|7|6|5|4|8|58|76|75|74
gate_168,gate_175,355.7267981139821,46|47|7|6|5|4|8|58|76|73|72
gate_168,gate_176,294.3328153772112,46|47|7|6|57|51|50|52|55
gate_168,gate_177,316.66222946526045,46|47|7|6|57|51|50|49|56
gate_168,gate_178,343.30875538331156,46|47|7|6|57|77|80|70|69|68|71|88
gate_168,gate_179,363.5778053508211,46|47|7|6|57|77|80|70|69|68|67|66|87
gate_168,gate_180,490.3149803083933,46|47|7|6|57|77|80|81|85|64|63|62|65|82
gate_168,gate_181,472.6098352000659,46|47|7|6|57|77|80|81|85|64|63|62|61|60|83
gate_168,gate_170,317.67551997484566,46|47|7|6|5|11|14|15|16|53
gate_168,gate_169,162.36665398324794,46|47|7|48
gate_168,gate_166A,190.2560531436848,46|47|45|43|39|38
gate_168,gate_166B,190.47297179161995,46|47|45|43|39|41|40
gate_168,gate_167,183.94646952431168,46|47|45|43|39|41|37|36
gate_168,gate_165,264.4443695447653,46|47|45|43|39|41|37|35|33|31|30
gate_168,gate_164A,279.629503436694,46|47|45|43|39|41|37|35|33|31|29|28
gate_168,gate_164B,280.56799909892817,46|47|45|43|39|41|37|35|33|31|29|27|26
gate_168,gate_163,292.8923985461229,46|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_168,gate_162,311.7754773663583,46|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_168,gate_161,329.4927088007279,46|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_168,gate_160,352.9672929973098,46|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_168,gate_FE2097,214.65859901358192,46|47|45|43|39|41|37|35|33|32
gate_168,gate_FE2095,205.73889037990642,46|47|45|43|39|41|37|35|34
gate_168,gate_FF2025,128.87385756208454,46|47|45|43|42
gate_168,gate_FF2031,122.68888171505179,46|47|45|44
gate_168,gate_FG2057,392.64400829060753,46|47|7|6|57|77|80|81|85|64|86
gate_168,gate_FG2043,225.50099514397647,46|47|7|6|57|77
gate_168,gate_FG2037,267.7013905807046,46|47|7|6|5|11|12
gate_168,gate_FG2085,231.5590116641522,46|47|7|6|5|4|8
gate_168,gate_FG2041,230.94449844253884,46|47|7|6|57|78
gate_168,gate_FG2035,264.08379072889846,46|47|7|6|5|11|10
gate_168,gate_FG2089,236.3937429614725,46|47|7|6|5|4|9
gate_168,gate_FG2055,386.0782679312285,46|47|7|6|57|77|80|81|85|84
gate_169,gate_171,329.09622234540996,48|7|6|5|11|14|13|54
gate_169,gate_172,318.35709627784297,48|7|6|5|4|3|2|90|89|91
gate_169,gate_173,308.10737884594585,48|7|6|5|4|3|2|1|0
gate_169,gate_174,343.687586513974,48|7|6|5|4|8|58|76|75|74
gate_169,gate_175,349.437297902708,48|7|6|5|4|8|58|76|73|72
gate_169,gate_176,288.04331516593703,48|7|6|57|51|50|52|55
gate_169,gate_177,310.3727292539863,48|7|6|57|51|50|49|56
gate_169,gate_178,337.01925517203745,48|7|6|57|77|80|70|69|68|71|88
gate_169,gate_179,357.288305139547,48|7|6|57|77|80|70|69|68|67|66|87
gate_169,gate_180,484.0254800971191,48|7|6|57|77|80|81|85|64|63|62|65|82
gate_169,gate_181,466.3203349887917,48|7|6|57|77|80|81|85|64|63|62|61|60|83
gate_169,gate_170,311.38601976357154,48|7|6|5|11|14|15|16|53
gate_169,gate_168,162.36665398324794,48|7|47|46
gate_169,gate_166A,204.93381742527487,48|7|47|45|43|39|38
gate_169,gate_166B,205.15073607321003,48|7|47|45|43|39|41|40
gate_169,gate_167,198.62423380590175,48|7|47|45|43|39|41|37|36
gate_169,gate_165,279.12213382635537,48|7|47|45|43|39|41|37|35|33|31|30
gate_169,gate_164A,294.30726771828404,48|7|47|45|43|39|41|37|35|33|31|29|28
gate_169,gate_164B,295.24576338051827,48|7|47|45|43|39|41|37|35|33|31|29|27|26
gate_169,gate_163,307.5701628277129,48|7|47|45|43|39|41|37|35|33|31|29|27|23|22
gate_169,gate_162,326.4532416479484,48|7|47|45|43|39|41|37|35|33|31|29|27|23|24|25
gate_169,gate_161,344.1704730823179,48|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|17
gate_169,gate_160,367.64505727889986,48|7|47|45|43|39|41|37|35|33|31|29|27|23|24|18|19|20
gate_169,gate_FE2097,229.336363295172,48|7|47|45|43|39|41|37|35|33|32
gate_169,gate_FE2095,220.4166546614965,48|7|47|45|43|39|41|37|35|34
gate_169,gate_FF2025,143.55162184367458,48|7|47|45|43|42
gate_169,gate_FF2031,137.36664599664186,48|7|47|45|44
gate_169,gate_FG2057,386.35450807933336,48|7|6|57|77|80|81|85|64|86
gate_169,gate_FG2043,219.21149493270232,48|7|6|57|77
gate_169,gate_FG2037,261.41189036943047,48|7|6|5|11|12
gate_169,gate_FG2085,225.26951145287808,48|7|6|5|4|8
gate_169,gate_FG2041,224.6549982312647,48|7|6|57|78
gate_169,gate_FG2035,257.79429051762435,48|7|6|5|11|10
gate_169,gate_FG2089,230.10424275019838,48|7|6|5|4|9
gate_169,gate_FG2055,379.7887677199543,48|7|6|57|77|80|81|85|84
gate_166A,gate_171,377.952885998711,38|39|43|45|47|7|6|5|11|14|13|54
gate_166A,gate_172,367.21375993114395,38|39|43|45|47|7|6|5|4|3|2|90|89|91
gate_166A,gate_173,356.96404249924683,38|39|43|45|47|7|6|5|4|3|2|1|0
gate_166A,gate_174,392.54425016727504,38|39|43|45|47|7|6|5|4|8|58|76|75|74
gate_166A,gate_175,398.29396155600904,38|39|43|45|47|7|6|5|4|8|58|76|73|72
gate_166A,gate_176,336.8999788192381,38|39|43|45|47|7|6|57|51|50|52|55
gate_166A,gate_177,359.2293929072873,38|39|43|45|47|7|6|57|51|50|49|56
gate_166A,gate_178,385.87591882533854,38|39|43|45|47|7|6|57|77|80|70|69|68|71|88
gate_166A,gate_179,406.1449687928481,38|39|43|45|47|7|6|57|77|80|70|69|68|67|66|87
